Hora:	Presión [mmHg]:	Temperatura [°C]:	Kilogramos de gas:
23:55	233,906	54,00752	250
23:56	234,0146	54,09795	250
23:57	234,0688	53,95327	250
23:58	234,1773	53,95327	250
23:59	234,0146	53,88093	250
0:0	234,0146	53,92795	250
0:1	234,2859	53,9171	250
0:2	234,2316	53,88093	250
0:3	234,0688	53,95327	250
0:4	234,2859	53,80859	250
0:5	234,2859	53,89901	250
0:6	234,3401	53,84476	250
0:7	234,1773	53,84476	250
0:8	234,4487	53,96412	250
0:9	234,3401	53,86285	250
0:10	234,5029	53,90987	250
0:11	234,5572	53,92795	250
0:12	234,5572	53,89178	250
0:13	234,4487	53,80136	250
0:14	234,5572	53,89901	250
0:15	234,5029	53,86285	250
0:16	234,6114	53,82668	250
0:17	234,5029	53,72902	250
0:18	234,5572	53,75434	250
0:19	234,6114	53,82668	250
0:20	234,6114	53,73626	250
0:21	234,5029	53,66391	250
0:22	234,7742	53,65668	250
0:23	234,9912	53,58434	250
0:24	235,0455	53,41073	250
0:25	235,0997	53,24436	250
0:26	235,0997	53,17925	250
0:27	235,0455	53,00926	250
0:28	235,3168	53,04543	250
0:29	235,154	52,92607	250
0:30	235,2625	52,75608	250
0:31	235,3168	52,86458	250
0:32	235,3168	52,68374	250
0:33	235,371	52,8465	250
0:34	235,371	52,71991	250
0:35	235,4253	52,7814	250
0:36	235,4253	52,86458	250
0:37	235,5338	52,90075	250
0:38	235,5338	52,87182	250
0:39	235,4253	52,95501	250
0:40	235,371	53,00926	250
0:41	235,4253	52,85373	250
0:42	235,5338	52,81757	250
0:43	235,8051	52,79224	250
0:44	235,8593	52,76331	250
0:45	235,6423	52,74522	250
0:46	235,8051	52,8465	250
0:47	235,9136	52,76331	250
0:48	235,8051	52,85373	250
0:49	235,6966	52,69097	250
0:50	235,8593	52,67289	250
0:51	235,9678	52,71991	250
0:52	235,9678	52,68374	250
0:53	236,1306	52,67289	250
0:54	236,4019	52,77416	250
0:55	236,4019	52,7814	250
0:56	236,4019	52,75608	250
0:57	236,4562	52,70905	250
0:58	236,4019	52,70182	250
0:59	236,3477	52,69097	250
1:0	236,4019	52,62948	250
1:1	236,4562	52,69097	250
1:2	236,4562	52,58247	250
1:3	236,4562	52,61863	250
1:4	236,4019	52,53906	250
1:5	236,5105	52,5463	250
1:6	236,4562	52,58247	250
1:7	236,5105	52,55715	250
1:8	236,5105	52,56438	250
1:9	236,5105	52,56438	250
1:10	236,619	52,56438	250
1:11	236,619	52,61863	250
1:12	236,5105	52,5463	250
1:12	236,5105	52,6548	250
1:13	178,6714	52,59332	250
1:14	203,9557	52,52821	250
1:15	296,357	52,48481	250
1:16	368,3573	52,5029	250
1:17	422,8323	52,57523	250
1:18	411,4381	52,36545	250
1:19	313,4482	52,32205	250
1:20	228,4802	52,23163	250
1:21	153,9841	52,1412	250
1:22	245,3545	52,35822	250
1:23	331,1906	52,32928	250
1:24	396,8427	52,44864	250
1:25	445,2408	52,36545	250
1:26	362,4974	52,23163	250
1:27	268,6311	51,88802	250
1:28	189,1975	51,76143	250
1:29	190,0656	51,71441	250
1:30	286,8076	51,94951	250
1:31	361,8463	51,99653	250
1:32	420,2821	51,98568	250
1:33	418,6544	51,9061	250
1:34	320,2305	51,49739	250
1:35	232,5496	51,3708	250
1:36	159,3556	51,39974	250
1:37	235,8593	51,38889	250
1:38	323,2689	51,38889	250
1:39	389,3551	51,38165	250
1:40	440,1948	51,49739	250
1:41	373,8916	51,54441	250
1:42	282,1956	51,46123	250
1:43	200,1576	51,64207	250
1:44	175,0904	51,55165	250
1:45	276,4986	51,50825	250
1:46	353,5449	51,51548	250
1:47	412,1434	51,46123	250
1:48	435,7999	51,39974	250
1:49	333,7949	51,55165	250
1:50	244,2693	51,46123	250
1:51	168,1454	51,55165	250
1:52	223,38	51,56974	250
1:53	310,9523	51,47931	250
1:54	379,86	51,50825	250
1:55	433,1413	51,41782	250
1:56	389,6264	51,46123	250
1:57	294,2952	51,46123	250
1:58	211,9858	51,39974	250
1:59	151,8138	51,39974	250
2:0	260,0041	51,38165	250
2:1	341,2283	51,36357	250
2:2	403,0281	51,47208	250
2:3	450,1241	51,3708	250
2:4	353,0565	51,39974	250
2:5	260,8723	51,3708	250
2:6	180,6247	51,39974	250
2:7	203,9014	51,41782	250
2:8	295,9229	51,38889	250
2:9	366,4583	51,38165	250
2:10	422,2897	51,3708	250
2:11	412,4147	51,36357	250
2:12	314,6419	51,38165	250
2:13	227,7749	51,38165	250
2:14	153,9298	51,34549	250
2:15	239,6031	51,39974	250
2:16	323,8115	51,36357	250
2:17	390,0605	51,38165	250
2:18	439,7065	51,38889	250
2:19	374,8682	51,38889	250
2:20	282,2499	51,3708	250
2:21	199,615	51,39974	250
2:22	174,2223	51,40697	250
2:23	274,9793	51,36357	250
2:24	351,1575	51,38165	250
2:25	409,2135	51,38889	250
2:26	443,3418	51,3708	250
2:27	342,3134	51,29847	250
2:28	250,6175	51,05252	250
2:29	173,2999	50,78849	250
2:30	213,1795	50,85358	250
2:31	301,5657	51,01635	250
2:32	371,5042	51,08868	250
2:33	425,7079	51,03443	250
2:34	406,3378	50,78125	250
2:35	309,3789	50,38339	250
2:36	224,4652	50,23872	250
2:37	150,9456	50,29297	250
2:38	245,3545	50,31105	250
2:39	328,8575	50,18446	250
2:40	392,1765	50,32914	250
2:41	440,7917	50,20978	250
2:42	375,7906	50,1917	250
2:43	282,1956	50,40147	250
2:44	198,6927	50,43765	250
2:45	174,3851	50,40871	250
2:46	273,5144	50,38339	250
2:47	347,9563	50,39063	250
2:48	406,6091	50,41956	250
2:49	449,3102	50,38339	250
2:50	346,3828	50,29297	250
2:51	255,2294	50,2568	250
2:52	178,1832	50,35446	250
2:53	205,9632	50,39063	250
2:54	296,357	50,39063	250
2:55	367,8147	50,31105	250
2:56	421,7471	50,39063	250
2:57	418,4374	50,37254	250
2:58	321,9125	50,41956	250
2:59	234,5572	50,22063	250
3:0	159,8982	50,22063	250
3:1	233,9603	50,1917	250
3:2	317,7346	50,35446	250
3:3	382,0303	50,18446	250
3:4	432,0561	50,20978	250
3:5	395,3777	50,23872	250
3:6	297,6591	50,20255	250
3:7	213,3965	50,23872	250
3:8	150,6743	50,16637	250
3:9	255,3922	50,18446	250
3:10	334,012	50,20255	250
3:11	395,215	50,22063	250
3:12	442,6907	50,20978	250
3:13	369,9308	50,23872	250
3:14	278,1805	50,22786	250
3:15	196,8479	50,20255	250
3:16	177,0437	50,17361	250
3:17	274,2197	50,24594	250
3:18	350,0723	50,20978	250
3:19	407,3145	50,1917	250
3:20	449,907	50,20255	250
3:21	350,6149	50,20978	250
3:22	259,2445	50,18446	250
3:23	179,2683	50,18446	250
3:24	204,3355	50,07595	250
3:25	292,6132	50,18446	250
3:26	362,6059	50,18446	250
3:27	417,0809	50,22786	250
3:28	428,7464	50,23872	250
3:29	329,7799	49,99277	250
3:30	242,6958	49,7215	250
3:31	166,9517	49,35981	250
3:32	221,481	49,45023	250
3:33	308,565	49,64193	250
3:34	374,9767	49,68533	250
3:35	426,142	49,54065	250
3:36	412,035	49,41406	250
3:37	313,9366	49,06322	250
3:38	227,2323	49,04514	250
3:39	152,8989	49,24407	250
3:40	241,2309	49,05237	250
3:41	320,9901	49,16088	250
3:42	384,7432	49,15365	250
3:43	433,3583	49,09939	250
3:44	392,068	49,13556	250
3:45	296,4112	49,13556	250
3:46	213,6678	49,2513	250
3:47	147,5274	49,19705	250
3:48	253,873	49,22598	250
3:49	332,0045	49,2513	250
3:50	394,2383	49,24407	250
3:51	439,9235	49,11748	250
3:52	378,7748	49,2079	250
3:53	284,4202	49,18982	250
3:54	201,9481	49,16088	250
3:55	171,0753	49,15365	250
3:56	269,445	49,12471	250
3:57	344,3752	49,13556	250
3:58	401,5631	49,12471	250
3:59	445,6206	49,13556	250
4:0	363,6911	49,13556	250
4:1	270,0419	49,19705	250
4:2	189,7401	49,04514	250
4:3	184,6941	49,03429	250
4:4	279,2115	49,00897	250
4:5	351,6458	49,09939	250
4:6	408,6166	49,08131	250
4:7	449,7442	49,09939	250
4:8	351,4831	49,00897	250
4:9	260,0041	49,05237	250
4:10	181,4386	49,05237	250
4:11	201,9481	49,07046	250
4:12	291,6908	49,04514	250
4:13	360,3271	49,00897	250
4:14	414,4223	49,05237	250
4:15	438,8926	49,00897	250
4:16	338,9495	49,06322	250
4:17	248,1759	49,02705	250
4:18	172,3233	49,05237	250
4:19	211,9858	48,93663	250
4:20	299,2869	49,04514	250
4:21	367,1093	49,03429	250
4:22	420,6077	49,05237	250
4:23	425,7622	49,02705	250
4:24	328,2064	48,92216	250
4:25	239,7659	48,60388	250
4:26	164,2931	48,39771	250
4:27	226,2014	48,36155	250
4:28	310,03	48,58579	250
4:29	374,7054	48,63281	250
4:30	424,8941	48,59665	250
4:31	414,7478	48,43388	250
4:32	317,3005	47,99986	250
4:33	229,1856	47,95284	250
4:34	156,0459	47,98177	250
4:35	233,906	47,89135	250
4:36	315,8898	47,97092	250
4:37	379,9685	47,95284	250
4:38	428,9634	48,03602	250
4:39	403,5164	48,02517	250
4:40	308,0224	48,07943	250
4:41	222,5119	48,19878	250
4:42	149,8062	48,09751	250
4:43	244,2693	48,07219	250
4:44	325,0594	48,09028	250
4:45	386,2082	48,16985	250
4:46	433,3583	48,05411	250
4:47	394,2926	47,98177	250
4:48	298,9071	48,01794	250
4:49	213,071	48,04326	250
4:50	147,6359	48,07943	250
4:51	251,3228	48,09751	250
4:52	329,5628	47,96369	250
4:53	390,4945	48,00709	250
4:54	436,8308	47,97092	250
4:55	384,6346	48,00709	250
4:56	291,3109	48,07943	250
4:57	207,9707	47,95284	250
4:58	156,2087	47,9456	250
4:59	258,919	48,09028	250
5:0	336,4536	48,01794	250
5:1	395,5948	48,1156	250
5:2	439,7065	48,10836	250
5:3	378,0152	47,97092	250
5:4	284,6915	48,02517	250
5:5	202,2194	47,89858	250
5:6	167,2773	47,9456	250
5:7	266,298	47,97092	250
5:8	340,2516	47,95284	250
5:9	398,6332	47,93475	250
5:10	442,7992	47,95284	250
5:11	369,1169	47,8805	250
5:12	275,8474	47,89135	250
5:13	195,817	47,85518	250
5:14	159,1928	47,84433	250
5:14	128,4286	47,87326	250
5:15	76,61224	47,89135	250
5:16	40,85624	47,89135	250
5:17	18,12214	47,86242	250
5:18	9,874967	47,89858	250
5:18	0,9223985	47,87326	250
5:19	0,7053899	47,89135	250
5:20	0,759575	47,89135	250
5:21	0,7053899	47,87326	250
5:22	0,759575	47,87326	250
5:23	0,868124	47,87326	250
5:24	0,7053899	47,90943	250
5:25	0,759575	47,8805	250
5:26	0,6511154	47,84433	250
5:27	0,759575	47,90943	250
5:28	0,868124	47,84433	250
5:29	0,7053899	47,84433	250
5:30	0,7053899	47,98901	250
5:31	0,759575	47,89858	250
5:32	0,759575	47,85518	250
5:33	0,6511154	47,39222	250
5:34	0,868124	46,84245	250
5:35	0,868124	46,87862	250
5:36	0,9223985	46,75926	250
5:37	0,759575	47,14988	250
5:38	0,7053899	47,8805	250
5:39	0,6511154	47,96369	250
5:40	0,6511154	48,06134	250
5:41	0,7053899	48,09028	250
5:42	0,9223985	48,4158	250
5:43	0,759575	49,04514	250
5:44	0,9766731	49,17896	250
5:45	0,759575	49,1428	250
5:46	0,7053899	49,1428	250
5:47	0,868124	49,13556	250
5:48	0,9223985	49,93128	250
5:49	0,868124	50,23872	250
5:50	0,868124	50,1917	250
5:51	0,6511154	50,16637	250
5:52	0,868124	50,17361	250
5:53	0,759575	50,23872	250
5:54	0,9766731	50,23872	250
5:55	0,868124	50,24594	250
5:56	0,9223985	50,20255	250
5:57	0,759575	50,17361	250
5:58	0,9223985	50,31829	250
5:59	0,759575	50,39063	250
6:0	0,9766731	50,28212	250
6:1	0,759575	50,30021	250
6:2	0,9766731	50,33637	250
6:3	0,7053899	50,22063	250
6:4	0,9223985	50,30021	250
6:5	0,868124	50,32914	250
6:6	0,759575	50,29297	250
6:7	0,7053899	50,47382	250
6:8	0,759575	50,78125	250
6:9	0,868124	50,81742	250
6:10	0,868124	51,04167	250
6:11	0,9223985	51,10677	250
6:12	0,9223985	51,09592	250
6:13	0,868124	51,18272	250
6:14	0,7053899	51,35272	250
6:15	0,6511154	51,3708	250
6:16	0,759575	51,35272	250
6:17	0,868124	51,28038	250
6:18	0,7053899	51,34549	250
6:19	0,759575	51,35272	250
6:20	0,759575	51,35272	250
6:21	0,9223985	51,24421	250
6:22	0,868124	51,36357	250
6:23	0,868124	51,35272	250
6:24	0,868124	51,34549	250
6:25	0,9223985	51,28038	250
6:26	0,868124	51,36357	250
6:27	0,759575	51,33464	250
6:28	0,7053899	51,35272	250
6:29	0,7053899	51,29123	250
6:30	0,868124	51,31656	250
6:31	0,868124	51,40697	250
6:32	0,759575	51,39974	250
6:33	0,9766731	51,40697	250
6:34	0,868124	51,38165	250
6:35	0,7053899	51,42506	250
6:36	0,868124	51,34549	250
6:37	0,759575	51,50825	250
6:38	0,759575	51,39974	250
6:39	0,9766731	51,38165	250
6:40	0,7053899	51,38165	250
6:41	0,868124	51,47931	250
6:42	0,7053899	51,34549	250
6:43	0,7053899	51,38889	250
6:44	0,5968409	51,38165	250
6:45	0,759575	51,3708	250
6:46	0,9223985	51,45399	250
6:47	0,759575	51,70718	250
6:48	0,7053899	51,98568	250
6:49	0,9223985	52,14844	250
6:50	0,759575	52,29312	250
6:51	0,868124	52,34013	250
6:52	0,7053899	52,49204	250
6:53	0,9223985	52,43779	250
6:54	0,7053899	52,41247	250
6:55	0,7053899	52,49204	250
6:56	0,9223985	52,5029	250
6:57	0,759575	52,3763	250
6:58	0,7053899	52,43056	250
6:59	0,7053899	52,47396	250
7:0	0,6511154	52,48481	250
7:1	0,9766731	52,46673	250
7:2	0,6511154	52,47396	250
7:3	0,7053899	52,51012	250
7:4	0,759575	52,5029	250
7:5	0,868124	52,57523	250
7:6	0,9223985	52,44864	250
7:7	0,9223985	52,56438	250
7:8	0,868124	52,47396	250
7:9	0,9223985	52,67289	250
7:10	0,9223985	52,68374	250
7:11	1,030858	52,55715	250
7:12	0,9766731	52,63672	250
7:13	0,7053899	52,62948	250
7:14	0,7053899	52,6548	250
7:15	0,759575	52,48481	250
7:16	0,9766731	52,47396	250
7:17	0,868124	52,55715	250
7:18	0,9223985	52,74522	250
